Midterm_Percentage,Assignment_Percentage,Practical_Percentage,Actual_Result
88,58.33333333,NULL,1
93,100,NULL,1
88,66.66666667,NULL,1
87,100,NULL,1
85,50,NULL,1
85,50,NULL,1
78,50,NULL,1
85,58.33333333,NULL,1
90,83.33333333,NULL,1
90,66.66666667,NULL,1
90,66.66666667,NULL,1
88,83.33333333,NULL,1
71,66.66666667,NULL,1
83,66.66666667,NULL,1
78,66.66666667,NULL,1
85,66.66666667,NULL,1
82,50,NULL,1
90,100,NULL,1
87,66.66666667,NULL,1
92,58.33333333,NULL,1
85,66.66666667,NULL,1
88,100,NULL,1
68,66.66666667,NULL,1
81,66.66666667,NULL,1
83,50,NULL,1
88,66.66666667,NULL,1
93,100,NULL,1
79,50,NULL,1
85,100,NULL,1
90,100,NULL,1
85,100,NULL,1
91.66666667,50,NULL,1
100,49.16666667,NULL,1
87.77777778,33.33333333,NULL,1
100,58.33333333,NULL,1
100,67.5,NULL,1
100,33.33333333,NULL,1
91.66666667,60,NULL,1
97.22222222,50,NULL,1
90.55555556,0,NULL,0
100,41.66666667,NULL,1
100,41.66666667,NULL,1
90.55555556,59.16666667,NULL,1
91.66666667,42.5,NULL,1
81.66666667,33.33333333,NULL,1
100,58.33333333,NULL,1
91.66666667,25,NULL,1
100,41.66666667,NULL,1
92.77777778,67.5,NULL,1
100,50,NULL,1
97.22222222,42.5,NULL,1
93.88888889,58.33333333,NULL,1
92.77777778,75,NULL,1
93.88888889,54.16666667,NULL,1
91.66666667,76.66666667,NULL,1
91.66666667,55.83333333,NULL,1
100,33.33333333,NULL,1
100,57.5,NULL,1
91.66666667,25,NULL,1
100,48.33333333,NULL,1
100,58.33333333,NULL,1
100,67.5,NULL,1
100,75,NULL,1
91.66666667,75,NULL,1
100,58.33333333,NULL,1
87.77777778,66.66666667,NULL,1
75.55555556,25,NULL,1
91.66666667,65.83333333,NULL,1
91.66666667,68.33333333,NULL,1
91.66666667,44.16666667,NULL,1
91.66666667,41.66666667,NULL,1
91.66666667,46.66666667,NULL,1
100,50.83333333,NULL,1
100,60,NULL,1
84.44444444,60.83333333,NULL,1
91.66666667,52.5,NULL,1
97.22222222,16.66666667,NULL,1
88.88888889,50,NULL,1
97.22222222,43.33333333,NULL,1
76.66666667,58.33333333,NULL,1
100,50,NULL,1
91.66666667,65.83333333,NULL,1
100,68.33333333,NULL,1
95,25,NULL,1
100,83.33333333,NULL,1
88.88888889,47.5,NULL,1
100,50,NULL,1
90,41.66666667,NULL,1
90,47.5,NULL,1
87.77777778,25,NULL,1
81.66666667,58.33333333,NULL,1
100,50,NULL,1
100,44.16666667,NULL,1
93.88888889,16.66666667,NULL,1
100,59.16666667,NULL,1
91.66666667,50,NULL,1
100,50.83333333,NULL,1
100,45,NULL,1
80.55555556,49.16666667,NULL,1
100,44.16666667,NULL,1
100,57.5,NULL,1
100,54.16666667,NULL,1
91.66666667,57.5,NULL,1
86.66666667,52.5,NULL,1
93.88888889,53.33333333,NULL,1
97.22222222,41.66666667,NULL,1
95.55555556,50,NULL,1
100,65.83333333,NULL,1
100,75,NULL,1
100,50,NULL,1
93.88888889,76.66666667,NULL,1
91.66666667,48.33333333,NULL,1
100,58.33333333,NULL,1
87.77777778,60.83333333,NULL,1
100,50,NULL,1
83.33333333,74.16666667,NULL,1
87.77777778,41.66666667,NULL,1
90.55555556,68.33333333,NULL,1
97.22222222,45.83333333,NULL,1
0,0,NULL,0
100,33.33333333,NULL,1
90,50.83333333,NULL,1
75,47.5,NULL,1
91.66666667,45.83333333,NULL,1
87.77777778,42.5,NULL,1
90.55555556,77.5,NULL,1
100,45.83333333,NULL,1
100,44.16666667,NULL,1
93.88888889,54.16666667,NULL,1
95.55555556,43.33333333,NULL,1
91.66666667,16.66666667,NULL,1
95.55555556,42.5,NULL,1
100,50,NULL,1
100,50,NULL,1
0,50,NULL,1
100,33.33333333,NULL,1
87.77777778,49.16666667,NULL,1
87.77777778,16.66666667,NULL,1
100,57.5,NULL,1
91.66666667,50,NULL,1
100,25,NULL,1
100,65,NULL,1
100,42.5,NULL,1
100,45,NULL,1
100,50,NULL,1
100,61.66666667,NULL,1
93.88888889,65,NULL,1
94.44444444,50,NULL,1
88.88888889,58.33333333,NULL,1
100,52.5,NULL,1
87.77777778,50.83333333,NULL,1
100,44.16666667,NULL,1
100,48.33333333,NULL,1
100,51.66666667,NULL,1
90.55555556,72.5,NULL,1
100,50.83333333,NULL,1
100,58.33333333,NULL,1
90.55555556,41.66666667,NULL,1
90.55555556,57.5,NULL,1
100,58.33333333,NULL,1
100,69.16666667,NULL,1
100,57.5,NULL,1
100,66.66666667,NULL,1
100,60,NULL,1
92.77777778,45.83333333,NULL,1
100,75,NULL,1
91.66666667,45,NULL,1
98.88888889,49.16666667,NULL,1
97.22222222,75,NULL,1
86.66666667,41.66666667,NULL,1
90.55555556,41.66666667,NULL,1
100,60.83333333,NULL,1
90.55555556,50.83333333,NULL,1
100,25,NULL,1
100,45,NULL,1
100,44.16666667,NULL,1
91.66666667,0,NULL,0
87.77777778,59.16666667,NULL,1
0,0,NULL,NULL
95.55555556,50,NULL,1
95.55555556,57.5,NULL,1
91.66666667,75,NULL,1
91.66666667,59.16666667,NULL,1
100,63.33333333,NULL,1
100,16.66666667,NULL,1
97.22222222,41.66666667,NULL,1
100,37.5,NULL,1
91.66666667,50,NULL,1
100,60.83333333,NULL,1
100,42.5,NULL,1
69.44444444,41.66666667,NULL,1
100,42.5,NULL,1
93.88888889,41.66666667,NULL,1
100,58.33333333,NULL,1
100,41.66666667,NULL,1
86.66666667,54.16666667,NULL,1
93.88888889,53.33333333,NULL,1
100,50,NULL,1
100,49.16666667,NULL,1
83.88888889,55.83333333,NULL,1
85.55555556,54.16666667,NULL,1
91.66666667,83.33333333,NULL,1
81.66666667,50,NULL,1
90,47.5,NULL,1
87.77777778,66.66666667,NULL,1
87.77777778,58.33333333,NULL,1
90.55555556,16.66666667,NULL,1
100,75,NULL,1
91.66666667,51.66666667,NULL,1
91.66666667,52.5,NULL,1
70,41.66666667,NULL,1
100,72.5,NULL,1
93.88888889,50.83333333,NULL,1
92.77777778,16.66666667,NULL,1
95.55555556,42.5,NULL,1
91.66666667,60,NULL,1
90,50,NULL,1
97.22222222,44.16666667,NULL,1
91.66666667,50,NULL,1
97.22222222,41.66666667,NULL,1
91.66666667,50.83333333,NULL,1
92.77777778,50.83333333,NULL,1
91.66666667,43.33333333,NULL,1
87.77777778,65.83333333,NULL,1
93.88888889,53.33333333,NULL,1
93.88888889,56.66666667,NULL,1
90,57.5,NULL,1
100,70.83333333,NULL,1
90.55555556,49.16666667,NULL,1
90.55555556,50.83333333,NULL,1
95.55555556,50,NULL,1
91.66666667,49.16666667,NULL,1
83.88888889,16.66666667,NULL,1
100,50,NULL,1
100,42.5,NULL,1
100,54.16666667,NULL,1
81.66666667,16.66666667,NULL,1
90.55555556,50.83333333,NULL,1
93.88888889,57.5,NULL,1
100,48.33333333,NULL,1
91.66666667,49.16666667,NULL,1
100,50.83333333,NULL,1
76.66666667,57.5,NULL,1
90.55555556,47.5,NULL,1
91.66666667,45,NULL,1
100,54.16666667,NULL,1
100,52.5,NULL,1
91.66666667,65.83333333,NULL,1
88.88888889,57.5,NULL,1
100,50.83333333,NULL,1
80,66.66666667,NULL,1
0,58.33333333,NULL,1
87,66.66666667,NULL,1
78,50,NULL,1
100,50,NULL,1
90,54.16666667,NULL,1
100,58.33333333,NULL,1
100,58.33333333,NULL,1
47.77777778,54.16666667,NULL,1
95,50,NULL,1
80,50,NULL,1
62,50,NULL,0
72,100,NULL,1
72,100,NULL,1
70,100,NULL,1
100,54.16666667,NULL,1
72,66.66666667,NULL,1
75,66.66666667,NULL,1
100,0,NULL,0
85,83.33333333,NULL,1
65,66.66666667,NULL,1
100,41.66666667,NULL,1
80,91.66666667,NULL,1
75,83.33333333,NULL,1
100,50,NULL,1
90,50.83333333,NULL,1
100,52.5,NULL,1
100,50,NULL,1
100,51.66666667,NULL,1
88,100,NULL,1
87,50,NULL,0
62,100,NULL,1
93.88888889,59.16666667,NULL,1
100,66.66666667,NULL,1
80,100,NULL,1
77,75,NULL,1
100,66.66666667,NULL,1
100,51.66666667,NULL,1
52,66.66666667,NULL,1
90,62.5,NULL,1
75,83.33333333,NULL,1
100,75,NULL,1
100,55,NULL,1
85,66.66666667,NULL,1
75,75,NULL,1
75,83.33333333,NULL,1
85,83.33333333,NULL,1
82,50,NULL,1
75,100,NULL,1
61,66.66666667,NULL,1
100,41.66666667,NULL,1
100,51.66666667,NULL,1
100,41.66666667,NULL,1
62,66.66666667,NULL,1
100,45.83333333,NULL,1
100,41.66666667,NULL,1
75,100,NULL,1
90,75,NULL,1
90,66.66666667,NULL,1
100,50,NULL,1
100,58.33333333,NULL,1
100,51.66666667,NULL,1
100,50.83333333,NULL,1
75,75,NULL,1
100,65.83333333,NULL,1
100,55.83333333,NULL,1
100,49.16666667,NULL,1
0,0,NULL,0
90,33.33333333,NULL,1
75,100,NULL,1
100,65.83333333,NULL,1
75,91.66666667,NULL,1
85,66.66666667,NULL,1
100,41.66666667,NULL,1
80,66.66666667,NULL,1
80,66.66666667,NULL,1
93.88888889,52.5,NULL,1
100,52.5,NULL,1
100,54.16666667,NULL,1
90,50,NULL,0
100,50,NULL,1
70,100,NULL,1
90,58.33333333,NULL,1
90,66.66666667,NULL,1
78.88888889,41.66666667,NULL,1
100,41.66666667,NULL,1
59,66.66666667,NULL,1
69,91.66666667,NULL,1
55,75,NULL,1
72,100,NULL,1
100,50,NULL,1
0,0,NULL,0
100,0,NULL,0
100,75,NULL,1
100,58.33333333,NULL,1
87.77777778,50.83333333,NULL,1
70,66.66666667,NULL,1
75,33.33333333,NULL,1
100,46.66666667,NULL,1
80,66.66666667,NULL,1
48,66.66666667,NULL,1
87,100,NULL,1
72.22222222,91.66666667,NULL,1
69.44444444,83.33333333,NULL,1
88.88888889,83.33333333,NULL,1
58.33333333,91.66666667,NULL,1
75,91.66666667,NULL,1
66.66666667,83.33333333,NULL,1
75,91.66666667,NULL,1
69.44444444,70.83333333,NULL,1
52.77777778,75,NULL,1
52.77777778,75,NULL,1
55.55555556,91.66666667,NULL,1
63.88888889,66.66666667,NULL,1
30.55555556,66.66666667,NULL,1
44.44444444,83.33333333,NULL,1
47.22222222,83.33333333,NULL,1
55.55555556,83.33333333,NULL,1
86.11111111,91.66666667,NULL,1
100,91.66666667,NULL,1
88.88888889,91.66666667,NULL,1
52.77777778,91.66666667,NULL,1
77.77777778,91.66666667,NULL,1
36.11111111,91.66666667,NULL,1
86.11111111,91.66666667,NULL,1
66.66666667,91.66666667,NULL,1
80.55555556,91.66666667,NULL,1
75,83.33333333,NULL,1
16.66666667,50,NULL,0
66.66666667,83.33333333,NULL,1
0,25,NULL,1
80.55555556,91.66666667,NULL,1
61.11111111,75,NULL,1
63.88888889,91.66666667,NULL,1
25,83.33333333,NULL,1
55.55555556,100,NULL,1
63.88888889,83.33333333,NULL,1
63.88888889,91.66666667,NULL,1
47.22222222,0,NULL,0
69.44444444,87.5,NULL,1
55.55555556,79.16666667,NULL,1
86.11111111,91.66666667,NULL,1
83.33333333,91.66666667,NULL,1
88.88888889,91.66666667,NULL,1
50,83.33333333,NULL,1
72.22222222,91.66666667,NULL,1
69.44444444,83.33333333,NULL,1
50,83.33333333,NULL,1
19.44444444,83.33333333,NULL,1
63.88888889,91.66666667,NULL,1
55.55555556,79.16666667,NULL,1
88.88888889,70.83333333,NULL,1
8.333333333,83.33333333,NULL,1
80.55555556,91.66666667,NULL,1
61.11111111,83.33333333,NULL,1
80.55555556,91.66666667,NULL,1
19.44444444,0,NULL,0
69.44444444,87.5,NULL,1
22.22222222,83.33333333,NULL,1
5.555555556,0,NULL,0
69.44444444,91.66666667,NULL,1
58.33333333,83.33333333,NULL,1
66.66666667,91.66666667,NULL,1
0,0,NULL,0
88.88888889,91.66666667,NULL,1
88.88888889,91.66666667,NULL,1
94.44444444,70.83333333,NULL,1
58.33333333,0,NULL,0
88.33333333,0,NULL,0
91.66666667,91.66666667,NULL,1
91.66666667,66.66666667,NULL,1
80.55555556,91.66666667,NULL,1
55.55555556,83.33333333,NULL,1
41.66666667,83.33333333,NULL,1
52.77777778,83.33333333,NULL,1
88.88888889,70.83333333,NULL,1
100,91.66666667,NULL,1
80.55555556,91.66666667,NULL,1
83.33333333,91.66666667,NULL,1
30.55555556,83.33333333,NULL,1
88.88888889,75,NULL,1
55.55555556,41.66666667,NULL,1
72.22222222,62.5,NULL,1
86.11111111,83.33333333,NULL,1
19.44444444,50,NULL,0
19.44444444,75,NULL,1
72.22222222,91.66666667,NULL,1
97.22222222,91.66666667,NULL,1
33.33333333,0,NULL,0
75,91.66666667,NULL,1
69.44444444,66.66666667,NULL,1
52.77777778,0,NULL,0
38.88888889,83.33333333,NULL,1
41.66666667,75,NULL,1
38.88888889,75,NULL,1
66.66666667,91.66666667,NULL,1
72.22222222,83.33333333,NULL,1
75,91.66666667,NULL,1
47.22222222,83.33333333,NULL,1
11.11111111,45.83333333,NULL,0
77.77777778,83.33333333,NULL,1
50,0,NULL,0
78.88888889,100,NULL,1
36.11111111,83.33333333,NULL,1
44.44444444,75,NULL,1
44.44444444,75,NULL,1
58.33333333,83.33333333,NULL,1
50,100,NULL,1
33.33333333,0,NULL,0
72.22222222,91.66666667,NULL,1
88.88888889,91.66666667,NULL,1
88.88888889,91.66666667,NULL,1
72.22222222,83.33333333,NULL,1
58.33333333,83.33333333,NULL,1
44.44444444,91.66666667,NULL,1
22.22222222,83.33333333,NULL,1
97.22222222,91.66666667,NULL,1
50,91.66666667,NULL,1
61.11111111,91.66666667,NULL,1
69.44444444,91.66666667,NULL,1
63.88888889,75,NULL,1
55.55555556,100,NULL,1
47.22222222,83.33333333,NULL,1
72.22222222,91.66666667,NULL,1
86.11111111,70.83333333,NULL,1
41.66666667,83.33333333,NULL,1
55.55555556,66.66666667,NULL,1
63.88888889,91.66666667,90,1
86.11111111,91.66666667,75,1
47.22222222,83.33333333,65,1
33.33333333,83.33333333,65,1
38.88888889,0,0,0
27.77777778,66.66666667,0,0
25,66.66666667,65,0
69.44444444,70.83333333,90,1
41.66666667,58.33333333,75,1
52.77777778,100,65,1
86.11111111,83.33333333,65,1
66.66666667,0,55,0
22.22222222,91.66666667,65,1
36.11111111,66.66666667,90,1
63.88888889,83.33333333,50,1
58.33333333,0,70,0
75,83.33333333,65,1
30.55555556,0,75,0
52.77777778,75,75,1
66.66666667,91.66666667,65,1
80.55555556,70.83333333,85,1
55.55555556,83.33333333,50,1
80.55555556,91.66666667,65,1
63.88888889,91.66666667,50,1
69.44444444,0,80,0
69.44444444,91.66666667,60,1
38.88888889,83.33333333,70,1
50,70.83333333,90,1
47.22222222,100,90,1
30.55555556,83.33333333,60,1
47.22222222,83.33333333,60,1
72.22222222,83.33333333,90,1
61.11111111,91.66666667,65,1
0,0,60,0
30.55555556,66.66666667,60,1
44.44444444,91.66666667,60,1
58.33333333,83.33333333,60,1
33.33333333,91.66666667,75,1
91.66666667,91.66666667,70,1
55.55555556,83.33333333,65,1
44.44444444,0,75,0
88.88888889,79.16666667,75,1
72.22222222,87.5,75,1
58.33333333,83.33333333,65,1
44.44444444,75,50,1
8.333333333,58.33333333,60,0
83.33333333,75,85,1
72.22222222,91.66666667,65,1
47.22222222,91.66666667,0,1
38.88888889,83.33333333,60,1
0,0,70,0
53.33333333,100,90,1
41.66666667,83.33333333,65,1
61.11111111,83.33333333,80,1
86.11111111,79.16666667,60,1
52.77777778,58.33333333,65,1
77.77777778,83.33333333,55,1
30.55555556,75,65,1
69.44444444,58.33333333,80,1
80.55555556,91.66666667,90,1
97.22222222,91.66666667,80,1
30.55555556,83.33333333,50,1
36.11111111,83.33333333,85,1
88.88888889,91.66666667,90,1
38.88888889,66.66666667,75,1
100,75,75,1
86.11111111,91.66666667,50,1
100,91.66666667,100,1
66.66666667,54.16666667,65,1
55.55555556,50,75,1
0,75,80,1
58.33333333,66.66666667,100,1
94.44444444,91.66666667,75,1
47.22222222,83.33333333,90,1
69.44444444,91.66666667,100,1
50,83.33333333,75,1
61.11111111,75,75,1
0,0,80,0
50,91.66666667,65,1
75,91.66666667,75,1
72.22222222,91.66666667,100,1
55.55555556,91.66666667,65,1
38.88888889,0,60,0
46.66666667,91.66666667,75,1
61.11111111,100,100,1
77.77777778,91.66666667,65,1
88.88888889,83.33333333,100,1
69.44444444,54.16666667,65,1
100,91.66666667,60,1
91.66666667,91.66666667,100,1
69.44444444,83.33333333,70,1
72.22222222,91.66666667,75,1
72.22222222,75,60,1
41.66666667,83.33333333,65,1
52.77777778,87.5,70,1
16.66666667,0,75,0
52.77777778,91.66666667,90,1
75,91.66666667,90,1
75,79.16666667,65,1
47.22222222,91.66666667,65,1
77.77777778,70.83333333,60,1
97.22222222,83.33333333,70,1
58.33333333,91.66666667,65,1
58.33333333,62.5,60,1
0,0,60,0
38.88888889,58.33333333,65,1
22.22222222,50,70,0
63.88888889,62.5,80,1
66.66666667,0,75,0
36.11111111,58.33333333,85,1
72.22222222,66.66666667,70,1
52.77777778,70.83333333,80,1
80.55555556,50,90,1
94.44444444,75,85,1
100,95.83333333,75,1
88.88888889,0,65,0
83.33333333,100,0,1
61.11111111,62.5,50,1
58.33333333,58.33333333,0,1
61.11111111,66.66666667,100,1
86.11111111,83.33333333,90,1
0,0,80,0
80.55555556,79.16666667,90,1
27.77777778,58.33333333,65,1
91.66666667,83.33333333,0,1
86.11111111,91.66666667,90,1
69.44444444,70.83333333,75,1
0,0,85,0
61.11111111,75,85,1
83.33333333,66.66666667,75,1
30.55555556,66.66666667,80,1
88.88888889,87.5,70,1
55.55555556,41.66666667,0,1
66.66666667,70.83333333,85,1
52.77777778,54.16666667,85,1
8.333333333,75,80,0
50,75,80,1
38.88888889,54.16666667,90,1
30.55555556,83.33333333,70,1
44.44444444,79.16666667,85,1
94.44444444,83.33333333,75,1
11.11111111,75,90,0
8.333333333,41.66666667,100,0
75,83.33333333,80,1
80.55555556,70.83333333,75,1
0,0,75,0
66.66666667,62.5,70,1
16.66666667,50,80,0
0,33.33333333,90,0
63.88888889,87.5,85,1
44.44444444,50,80,1
44.44444444,0,85,0
72.22222222,79.16666667,70,1
75,75,0,1
61.11111111,75,80,1
55.55555556,66.66666667,90,1
16.66666667,70.83333333,90,1
63.88888889,62.5,75,1
33.33333333,75,75,1
86.11111111,91.66666667,80,1
55.55555556,79.16666667,95,1
52.77777778,66.66666667,75,1
38.88888889,70.83333333,75,1
58.33333333,83.33333333,100,1
30.55555556,54.16666667,80,0
50,58.33333333,95,1
61.11111111,83.33333333,75,1
2.777777778,66.66666667,85,0
31.66666667,91.66666667,85,1
63.88888889,83.33333333,75,1
75,0,85,0
63.88888889,83.33333333,90,1
38.88888889,91.66666667,75,1
75,87.5,75,1
88.88888889,83.33333333,60,1
80.55555556,37.5,70,1
94.44444444,83.33333333,90,1
11.11111111,79.16666667,75,1
0,62.5,80,0
0,0,85,0
41.66666667,45.83333333,55,0
75,79.16666667,75,1
88.88888889,95.83333333,75,1
8.333333333,0,50,0
66.66666667,83.33333333,85,1
16.66666667,0,90,0
33.33333333,0,50,0
88.88888889,79.16666667,50,1
30.55555556,66.66666667,65,1
38.88888889,50,90,0
65.27777778,83.33333333,75,1
83.33333333,91.66666667,90,1
83.33333333,91.66666667,50,1
66.66666667,75,50,1
75,70.83333333,90,1
66.66666667,83.33333333,60,1
91.66666667,83.33333333,50,1
50,87.5,75,1
72.22222222,87.5,75,1
55.55555556,41.66666667,75,1
50,79.16666667,70,1
72.22222222,0,90,0
23.33333333,100,0,1
19.44444444,0,40,0
38.88888889,50,50,0
55.55555556,83.33333333,75,1
77.77777778,91.66666667,75,1
58.33333333,79.16666667,50,1
83.33333333,91.66666667,60,1
72.22222222,83.33333333,75,1
30.55555556,50,50,0
38.33333333,100,75,1
69.44444444,70.83333333,65,1
58.33333333,87.5,65,1
94.44444444,91.66666667,55,1
86.11111111,79.16666667,75,1
66.66666667,83.33333333,65,1
88.88888889,79.16666667,85,1
69.44444444,79.16666667,80,1
63.88888889,0,80,0
69.44444444,91.66666667,80,1
97.22222222,91.66666667,85,1
75,87.5,60,1
94.44444444,95.83333333,85,1
66.66666667,91.66666667,85,1
47.22222222,70.83333333,85,1
22.22222222,75,90,1
91.66666667,83.33333333,90,1
83.33333333,83.33333333,80,1
75,79.16666667,80,1
30.55555556,58.33333333,85,1
83.33333333,83.33333333,80,1
44.44444444,70.83333333,80,1
0,0,90,NULL
100,93.75,60,1
100,93.75,50,1
88.83333333,90,95,1
69.41666667,56.25,82.5,1
0,0,61.25,0
41.66666667,0,80,0
21.41666667,100,80,1
100,100,85,1
80.5,81.25,60,1
63.83333333,50,60,1
100,93.75,90,1
88.83333333,68.75,95,1
44.66666667,75,97.5,1
72.16666667,100,80,1
58.33333333,43.75,60,1
41.66666667,62.5,60,1
80.5,37.5,60,1
100,93.75,85,1
100,87.5,87.5,1
97.16666667,81.25,70,1
94.41666667,87.5,68.75,1
44.41666667,43.75,62,1
100,87.5,85,1
22.16666667,31.25,80,0
97.16666667,93.75,60,1
0,0,85,NULL
94.41666667,75,85,1
94.41666667,81.25,78.45,1
91.66666667,93.75,75.3,1
88.83333333,93.75,70,1
100,100,75.65,1
77.75,62.5,85,1
77.75,68.75,0,1
100,100,84.7,1
100,81.25,71.9,1
50,68.75,85.95,1
94.41666667,68.75,70,1
66.66666667,68.75,85,1
72.16666667,75,85.3,1
97.16666667,87.5,85.3,1
94.41666667,81.25,85,1
94.41666667,100,85,1
80.5,93.75,85,1
97.16666667,81.25,65.95,1
72.16666667,68.75,74.7,1
8.333333333,26.25,85,0
22.16666667,56.25,80,0
85.41666667,81.25,75,1
97.16666667,75,75,1
32.16666667,0,87.2,0
55.5,75,0,1
91.66666667,81.25,70,1
100,87.5,82.8,1
97.16666667,81.25,70,1
83.33333333,87.5,69.05,1
100,87.5,84.4,1
100,87.5,70,1
80.5,62.5,65.3,1
83.33333333,75,83.75,1
86.08333333,87.5,68.15,1
83.33333333,93.75,85,1
86.08333333,93.75,86.9,1
97.16666667,62.5,67.8,1
97.16666667,87.5,84.7,1
76.83333333,87.5,75,1
42.91666667,62.5,74.05,1
46.41666667,81.25,80.95,1
8.333333333,25,73.15,0
0,0,85,NULL
41.66666667,100,71.55,1
48.25,50,94.05,1
51.83333333,50,85.95,1
55.41666667,75,65.65,1
64.33333333,93.75,80.65,1
0,81.25,76.55,1
94.75,75,95,1
79.58333333,81.25,70,1
55.41666667,81.25,80,1
67.91666667,62.5,95,1
75,81.25,85,1
67.91666667,50,85,1
62.5,87.5,70,1
82.25,97.5,90,1
32.16666667,37.5,85,1
48.25,43.75,95,1
80.41666667,75,95,1
91.16666667,100,85,1
73.25,56.25,95,1
80.41666667,95,90,1
37.5,50,90,1
26.75,50,85,1
81.66666667,95,95,1
60.75,75,90,1
55.41666667,68.75,90,1
17.83333333,42.5,85,0
0,0,95,NULL
55.41666667,68.75,90,1
76.83333333,81.25,85,1
85.83333333,87.5,80,1
82.25,100,95,1
82.25,91.25,75,1
67.91666667,73.75,70,1
41.08333333,47.5,90,1
44.66666667,68.75,90,1
91.16666667,75,85,1
67.91666667,65,95,1
71.5,41.25,90,1
69.66666667,56.25,70,1
41.08333333,75,85,1
62.5,56.25,80,1
60.75,81.25,85,1
100,81.25,0,1
75,85,85,1
67.91666667,81.25,90,1
28.58333333,75,85,1
78.33333333,100,85,1
63.33333333,87.5,75,1
38.33333333,50,95,1
21.66666667,43.75,95,1
43.33333333,0,90,0
0,0,90,NULL
30.33333333,43.75,85,0
17.33333333,0,75,0
90,100,80,1
80,93.75,75,1
60,56.25,95,1
75,93.75,95,1
43.33333333,50,90,1
0,0,80,NULL
0,0,90,0
78.33333333,93.75,80,1
0,0,80,NULL
73.33333333,87.5,95,1
63.33333333,87.5,85,1
71.66666667,87.5,90,1
60,87.5,85,1
61.66666667,87.5,70,1
18.33333333,56.25,90,1
16.08333333,0,85,0
70,87.5,80,1
53.33333333,81.25,85,1
73.33333333,87.5,0,1
68.33333333,87.5,85,1
73.33333333,93.75,75,1
60,75,85,1
73.33333333,93.75,90,1
73.33333333,75,95,1
70,93.75,80,1
88.33333333,100,80,1
55,81.25,85,1
33.33333333,56.25,60,1
53.33333333,75,0,1
41.66666667,68.75,95,1
46.66666667,68.75,80,1
68.33333333,81.25,80,1
53.33333333,87.5,95,1
65,81.25,80,1
83.33333333,81.25,80,1
80,81.25,70,1
0,0,80,0
0,0,85,NULL
53.33333333,81.25,95,1
76.66666667,93.75,60,1
80,93.75,80,1
46.66666667,81.25,80,1
58.33333333,81.25,85,1
53.33333333,81.25,85,1
83.33333333,93.75,70,1
53.33333333,50,95,1
33.33333333,50,75,1
81.66666667,93.75,80,1
55,81.25,85,1
85,93.75,70,1
51.66666667,56.25,95,1
81.66666667,93.75,70,1
73.25,75,80,1
64.33333333,81.25,100,1
64.41666667,68.75,85,1
71.5,87.5,70,1
39.33333333,42.5,100,0
50.66666667,62.5,70,1
64.33333333,73.75,90,1
60.75,81.25,95,1
71.5,87.5,80,1
64.33333333,75,80,1
