Midterm_Percentage,Assignment_Percentage,Practical_Percentage,Actual_Result
37,75,95,1
35.16666667,83.33333333,80,1
57.38888889,66.66666667,75,1
38.88888889,33.33333333,75,0
37,58.33333333,85,1
25.88888889,58.33333333,90,1
27.77777778,41.66666667,90,0
25.88888889,83.33333333,85,1
61.11111111,83.33333333,80,1
44.44444444,66.66666667,70,1
55.55555556,75,60,1
0,0,90,NULL
20.33333333,66.66666667,85,0
69.44444444,0,85,0
70.33333333,83.33333333,45,1
29.61111111,100,0,1
16.66666667,0,0,0
0,0,70,0
50,83.33333333,70,1
33.33333333,91.66666667,85,1
25.88888889,16.66666667,60,0
59.22222222,75,40,1
50,75,65,1
38.88888889,66.66666667,90,1
61.11111111,83.33333333,95,1
35.16666667,75,95,1
40.72222222,0,80,0
55.55555556,50,60,1
81.44444444,66.66666667,40,1
0,0,75,0
0,0,80,NULL
33.33333333,41.66666667,80,0
47.22222222,0,70,0
38.88888889,66.66666667,40,0
44.44444444,33.33333333,80,0
55.55555556,66.66666667,60,1
77.77777778,75,60,1
53.66666667,83.33333333,90,1
50,75,50,1
38.88888889,75,90,1
27.77777778,58.33333333,90,1
33.33333333,75,80,1
35.16666667,66.66666667,75,1
64.77777778,83.33333333,65,1
59.22222222,75,80,1
35.16666667,75,80,1
62.94444444,50,80,1
48.11111111,66.66666667,80,1
14.77777778,33.33333333,80,0
15.27777778,16.66666667,75,0
0,0,75,NULL
22.22222222,33.33333333,40,0
45.83333333,41.66666667,85,0
46.27777778,91.66666667,65,1
31.44444444,58.33333333,40,0
68.5,75,75,1
44.44444444,66.66666667,85,1
57.38888889,41.66666667,70,1
40.72222222,75,65,1
27.77777778,91.66666667,80,1
27.77777778,58.33333333,85,0
63.88888889,50,90,1
81.44444444,83.33333333,50,1
0,0,80,NULL
14.77777778,33.33333333,55,0
44.44444444,33.33333333,70,0
100,91.66666667,70,1
50,91.66666667,75,1
9.222222222,41.66666667,65,0
42.55555556,0,50,0
38.88888889,75,75,1
0,50,60,0
58.33333333,58.33333333,75,1
59.22222222,91.66666667,55,1
50,66.66666667,65,1
68.05555556,75,55,1
64.77777778,0,80,0
75.88888889,100,40,1
9.222222222,41.66666667,50,0
0,0,75,0
55.55555556,75,65,1
62.94444444,75,75,1
22.22222222,58.33333333,60,1
42.55555556,66.66666667,80,1
25.88888889,66.66666667,70,0
88.88888889,75,80,1
77.77777778,0,50,0
77.77777778,83.33333333,0,1
59.22222222,58.33333333,65,1
40.72222222,75,0,1
53.66666667,75,70,1
37,83.33333333,60,1
66.66666667,83.33333333,70,1
0,0,55,NULL
25.88888889,66.66666667,70,0
44.44444444,50,80,0
46.27777778,66.66666667,90,1
48.11111111,58.33333333,75,1
42.55555556,0,0,0
29.61111111,58.33333333,65,1
93.05555556,75,80,1
20.33333333,0,85,0
31.44444444,66.66666667,60,0
63.88888889,41.66666667,55,1
27.77777778,66.66666667,55,0
52.77777778,66.66666667,100,1
0,0,85,NULL
24.05555556,41.66666667,100,0
18.05555556,0,95,0
61.11111111,75,85,1
74.05555556,83.33333333,100,1
46.27777778,58.33333333,70,1
33.33333333,66.66666667,85,1
42.55555556,66.66666667,80,1
31.44444444,83.33333333,80,1
46.27777778,75,75,1
57.38888889,91.66666667,40,1
87,91.66666667,90,1
59.22222222,83.33333333,70,1
38.88888889,83.33333333,65,1
100,66.66666667,75,1
9.222222222,0,95,0
38.88888889,83.33333333,0,1
20.33333333,16.66666667,80,0
37.5,41.66666667,80,0
25.88888889,0,75,0
9.222222222,41.66666667,85,0
63.88888889,66.66666667,95,1
55.55555556,66.66666667,50,1
59.22222222,66.66666667,85,1
27.77777778,75,80,1
81.44444444,100,90,1
14.77777778,16.66666667,70,0
19.44444444,0,75,0
35.16666667,25,85,0
50,50,85,0
55.55555556,66.66666667,90,1
35.16666667,66.66666667,40,1
68.5,41.66666667,75,1
36.11111111,0,80,0
77.77777778,91.66666667,85,1
25.88888889,50,85,0
45.83333333,75,80,1
40.72222222,0,80,0
61.11111111,16.66666667,85,0
50,75,80,1
0,0,95,0
48.11111111,83.33333333,80,1
42.55555556,75,75,1
90.72222222,83.33333333,70,1
61.11111111,83.33333333,0,1
37,66.66666667,90,1
0,0,70,0
35.16666667,83.33333333,80,1
0,0,40,0
31.44444444,66.66666667,75,1
18.5,41.66666667,60,0
38.88888889,25,85,0
0,0,70,NULL
22.22222222,50,75,0
20.83333333,25,70,0
50,66.66666667,85,1
20.33333333,58.33333333,85,1
42.55555556,66.66666667,50,1
37,75,90,1
25.88888889,83.33333333,80,1
20.33333333,58.33333333,75,0
95.83333333,58.33333333,85,1
38.88888889,58.33333333,90,1
55.55555556,83.33333333,50,1
0,0,40,0
55.55555556,75,90,1
59.22222222,66.66666667,95,1
66.66666667,66.66666667,80,1
42.55555556,66.66666667,80,1
22.22222222,75,100,1
44.44444444,66.66666667,75,1
31.44444444,50,75,1
25.88888889,66.66666667,75,1
44.44444444,66.66666667,90,1
51.83333333,66.66666667,50,1
53.66666667,66.66666667,80,1
27.77777778,83.33333333,75,1
64.77777778,83.33333333,75,1
57.38888889,75,55,1
33.33333333,66.66666667,60,1
48.11111111,75,80,1
44.44444444,66.66666667,75,1
44.44444444,75,0,1
50,66.66666667,50,1
44.44444444,66.66666667,75,1
44.44444444,75,90,1
92.55555556,75,75,1
38.88888889,83.33333333,85,1
77.77777778,66.66666667,0,1
42.55555556,66.66666667,80,1
0,0,90,NULL
29.61111111,66.66666667,80,0
27.77777778,50,85,0
35.16666667,66.66666667,90,1
68.5,83.33333333,100,1
61.11111111,83.33333333,60,1
0,0,80,0
33.33333333,66.66666667,100,1
35.16666667,75,85,1
40.72222222,75,60,1
61.11111111,83.33333333,90,1
40.72222222,75,60,1
77.77777778,83.33333333,80,1
55.55555556,75,80,1
22.22222222,75,90,0
86.11111111,66.66666667,60,1
64.77777778,83.33333333,95,1
50,75,90,1
35.16666667,75,95,1
33.33333333,66.66666667,70,1
66.66666667,83.33333333,85,1
35.16666667,75,90,0
50,50,95,1
44.44444444,66.66666667,85,1
22.22222222,91.66666667,85,1
0,0,75,NULL
20.33333333,41.66666667,75,0
30.55555556,41.66666667,60,0
50,75,100,1
44.44444444,75,75,1
68.5,0,70,0
50,75,80,1
74.05555556,83.33333333,40,1
44.44444444,75,75,1
74.05555556,83.33333333,90,1
40.72222222,75,60,1
29.61111111,66.66666667,75,1
46.27777778,66.66666667,100,1
75.88888889,83.33333333,95,1
61.11111111,75,70,1
50,41.66666667,75,0
70.83333333,62.5,40,1
43.05555556,58.33333333,0,1
70.83333333,62.5,75,1
72.22222222,75,80,1
83.33333333,83.33333333,60,1
0,0,75,0
62.5,75,100,1
63.88888889,58.33333333,80,1
27.77777778,0,100,0
54.16666667,41.66666667,80,1
13.88888889,75,40,1
97.22222222,100,50,1
33.33333333,87.5,70,1
55.55555556,75,80,1
43.05555556,62.5,65,1
72.22222222,75,80,1
19.44444444,66.66666667,75,1
22.22222222,0,80,0
33.33333333,58.33333333,65,1
50,58.33333333,65,1
8.333333333,0,100,0
22.22222222,64.58333333,80,1
15.27777778,93.75,75,0
47.22222222,51.33333333,70,1
19.44444444,33.33333333,70,0
19.44444444,68,75,1
83.33333333,75,70,1
61.11111111,75,70,1
56.94444444,50,80,1
68.05555556,83.33333333,95,1
54.16666667,87.5,75,1
56.94444444,62.5,85,1
65.27777778,60.41666667,90,1
33.33333333,50,90,0
9.722222222,58.33333333,80,1
83.33333333,83.33333333,80,1
29.16666667,0,100,0
52.77777778,93,80,1
41.66666667,0,70,0
36.11111111,66.66666667,80,1
26.38888889,66.66666667,75,0
38.88888889,30.5,100,1
47.22222222,62.5,80,1
36.11111111,50,90,1
76.38888889,83.33333333,70,1
63.88888889,58.33333333,60,1
27.77777778,70.83333333,0,1
37.5,58.33333333,80,1
29.16666667,64.58333333,75,1
16.66666667,0,100,0
68.05555556,58.33333333,80,1
48.61111111,41.66666667,80,1
34.72222222,66.66666667,80,1
87.5,83.33333333,60,1
16.66666667,58.33333333,80,0
58.33333333,33.33333333,100,1
16.66666667,50,85,0
44.44444444,75,80,1
20.83333333,33.33333333,80,0
66.66666667,83.33333333,70,1
66.66666667,75,65,1
75,75,80,1
29.16666667,0,70,0
27.77777778,75,60,1
50,58.33333333,50,1
48.61111111,58.33333333,80,1
79.16666667,79.16666667,80,1
30.55555556,0,85,0
5.555555556,0,80,0
11.11111111,0,40,0
75,66.66666667,85,1
36.11111111,0,75,0
72.22222222,83.33333333,95,1
70.83333333,66.66666667,75,1
56.94444444,75,100,1
29.16666667,58.33333333,90,1
79.16666667,83.33333333,75,1
44.44444444,85.41666667,90,1
55.55555556,75,60,1
48.61111111,66.66666667,80,1
33.33333333,66.66666667,0,1
88.88888889,83.33333333,80,1
11.11111111,41.66666667,80,0
33.33333333,66.66666667,80,1
36.11111111,66.66666667,0,1
22.22222222,66.66666667,50,1
9.722222222,66.66666667,85,1
19.44444444,0,70,0
9.722222222,75,70,1
94.44444444,75,80,1
40.27777778,87.5,70,1
68.05555556,75,80,1
30.55555556,50,70,0
84.72222222,83.33333333,40,1
84.72222222,83.33333333,65,1
58.33333333,62.5,75,1
87.5,83.33333333,60,1
19.44444444,56.25,100,1
48.61111111,58.33333333,65,1
55.55555556,62.5,55,1
87.5,70.83333333,100,1
45.83333333,66.66666667,100,1
54.16666667,75,95,1
9.722222222,0,65,0
23.61111111,95.08333333,80,1
91.66666667,83.33333333,60,1
25,64.58333333,95,1
33.33333333,54.16666667,80,1
58.33333333,58.33333333,80,1
62.5,70.83333333,85,1
11.11111111,33.33333333,50,0
38.88888889,75,100,1
72.22222222,77.08333333,70,1
52.77777778,66.66666667,75,1
9.722222222,25,65,0
38.88888889,62.5,95,1
22.22222222,83.33333333,85,1
76.38888889,75,80,1
33.33333333,77.08333333,70,1
73.61111111,75,80,1
69.44444444,75,95,1
16.66666667,77.08333333,85,1
65.27777778,72.91666667,90,1
22.22222222,58.33333333,70,1
34.72222222,66.66666667,50,1
68.05555556,50,70,1
37.5,52.08333333,85,1
0,0,95,0
76.38888889,79.16666667,80,1
58.33333333,66.66666667,70,1
41.66666667,66.66666667,90,1
37.5,62.5,75,1
6.944444444,50,80,0
47.22222222,75,70,1
12.5,58.33333333,70,0
45.83333333,75,80,1
36.11111111,41.66666667,0,0
54.16666667,60.41666667,0,1
15.27777778,93.75,60,0
45.83333333,78.41666667,90,1
9.722222222,66.66666667,80,0
72.22222222,36.08333333,85,1
26.38888889,66.66666667,80,1
18.05555556,64.58333333,75,0
26.38888889,54.83333333,85,1
43.05555556,85.41666667,40,1
59.72222222,58.33333333,40,1
40.27777778,66.66666667,80,1
25,0,95,0
38.88888889,77.75,60,1
50,66.66666667,80,1
87.5,75,60,1
34.72222222,70.83333333,40,1
30.55555556,41.66666667,40,0
45.83333333,31.25,45,1
70.83333333,66.66666667,60,1
55.55555556,66.66666667,65,1
72.22222222,54.16666667,75,1
19.44444444,0,85,0
11.11111111,27.5,40,0
40.27777778,50,80,1
44.44444444,0,85,0
43.05555556,75,60,1
70.83333333,75,0,1
69.44444444,83.33333333,60,1
23.61111111,87.5,45,1
63.88888889,66.66666667,80,1
34.72222222,54.16666667,85,1
48.61111111,89.58333333,85,1
52.77777778,66.66666667,75,1
18.05555556,33.33333333,95,0
77.77777778,83.33333333,75,1
69.44444444,58.33333333,80,1
36.11111111,41.66666667,95,0
41.66666667,81.91666667,0,1
38.88888889,50,80,1
45.83333333,50,50,1
18.05555556,45.83333333,80,0
37.5,63.16666667,65,1
66.66666667,70.83333333,65,1
44.44444444,75,80,1
44.44444444,50,60,1
5.555555556,83.33333333,60,1
47.22222222,75,75,1
23.61111111,60.41666667,85,0
44.44444444,75,85,1
31.94444444,58.33333333,95,1
72.22222222,79.16666667,0,1
63.88888889,75,60,1
22.22222222,66.66666667,40,1
36.11111111,75,85,1
8.333333333,0,60,0
91.66666667,91.66666667,40,1
69.44444444,75,70,1
95.83333333,83.33333333,85,1
63.88888889,83.33333333,95,1
81.94444444,83.33333333,80,1
81.94444444,93.75,70,1
37.55555556,72.91666667,75,1
33.33333333,58.33333333,0,0
63.88888889,75,60,1
68.05555556,54.16666667,75,1
15.27777778,83.33333333,0,1
41.66666667,58.33333333,30,1
16.66666667,45.83333333,65,0
54.16666667,75,70,1
69.44444444,58.33333333,65,1
43.05555556,58.33333333,80,1
41.66666667,54.16666667,80,1
5.555555556,0,90,0
43.05555556,62.5,65,1
47.22222222,41.66666667,80,1
61.11111111,66.66666667,80,1
30.55555556,66.66666667,75,1
16.66666667,41.66666667,75,0
13.88888889,41.66666667,70,0
59.72222222,88.16666667,95,1
20.83333333,41.66666667,65,0
51.38888889,95.08333333,80,1
31.94444444,58.33333333,80,1
69.44444444,62.5,65,1
6.944444444,66.66666667,60,1
63.88888889,66.66666667,75,1
65.27777778,83.33333333,60,1
26.38888889,0,70,0
26.38888889,79.16666667,55,1
22.22222222,70.83333333,60,1
30.55555556,58.33333333,65,1
8.333333333,33.33333333,70,0
76.38888889,83.33333333,90,1
54.16666667,83.33333333,80,1
66.66666667,75,85,1
36.11111111,56.25,65,1
69.44444444,79.16666667,75,1
40.27777778,66.66666667,90,1
30.55555556,70.83333333,80,1
65.27777778,75,95,1
37.5,41.66666667,75,0
66.66666667,75,65,1
55.55555556,66.66666667,80,1
56.94444444,75,75,1
27.77777778,66.66666667,80,1
33.33333333,50,70,1
54.16666667,58.33333333,60,1
4.166666667,50,90,1
55.55555556,66.66666667,65,1
72.22222222,75,60,1
20.83333333,66.66666667,75,0
76.38888889,68.75,70,1
25,66.66666667,65,1
50,45.83333333,95,1
45.83333333,58.33333333,90,0
52.77777778,84.66666667,0,1
43.05555556,41.66666667,70,0
56.94444444,83.33333333,80,1
47.22222222,75,85,1
25,0,90,0
51.38888889,92.33333333,75,1
29.16666667,0,75,0
0,0,90,0
83.33333333,66.66666667,80,1
30.55555556,66.66666667,80,1
30.55555556,75,70,1
61.11111111,0,85,0
37.5,0,80,0
22.22222222,0,80,0
37.5,54.16666667,90,0
50,41.66666667,90,1
41.66666667,50,90,1
66.66666667,70.83333333,50,1
19.44444444,66.66666667,75,1
9.722222222,0,65,0
34.72222222,50,0,1
45.83333333,75,80,1
23.61111111,75,75,1
38.88888889,66.66666667,75,1
72.22222222,75,80,1
61.11111111,58.33333333,75,1
63.88888889,75,0,1
54.16666667,66.66666667,30,1
9.722222222,0,80,0
79.16666667,89.58333333,90,1
63.88888889,70.83333333,75,1
55.55555556,75,65,1
68.05555556,66.66666667,50,1
41.66666667,66.66666667,65,1
81.94444444,85.41666667,75,1
40.27777778,83.33333333,60,1
25,58.33333333,70,1
41.66666667,70.83333333,60,1
87.5,83.33333333,50,1
22.22222222,0,65,0
55.55555556,91.66666667,75,1
83.33333333,75,55,1
8.333333333,0,75,0
25,85.41666667,90,1
51.38888889,66.66666667,75,1
86.11111111,75,80,1
51.38888889,75,60,1
81.94444444,83.33333333,65,1
41.66666667,75,80,1
56.94444444,85.41666667,75,1
65.27777778,97.91666667,0,1
8.333333333,66.66666667,80,0
37.5,0,0,0
19.44444444,41.66666667,65,0
43.05555556,83.33333333,80,1
61.11111111,62.5,70,1
77.77777778,50,100,1
31.94444444,72.91666667,65,1
30.55555556,41.66666667,50,0
54.16666667,83.33333333,80,1
22.22222222,58.33333333,90,1
48.61111111,62.5,0,1
18.05555556,85.41666667,75,1
37.5,58.33333333,80,0
68.05555556,77.5,80,1
66.66666667,66.66666667,75,1
80.55555556,58.33333333,70,1
8.333333333,0,80,0
13.88888889,75,90,1
5.555555556,75,60,0
34.72222222,83.33333333,90,1
77.77777778,66.66666667,85,1
75,83.33333333,0,1
30.55555556,75,80,1
38.88888889,50,65,1
38.88888889,83.33333333,0,1
69.44444444,83.33333333,65,1
19.44444444,75,75,1
5.555555556,50,90,0
20.83333333,71.5,90,1
19.44444444,83.33333333,80,1
80.55555556,91.66666667,65,1
36.11111111,66.66666667,70,1
63.88888889,75,95,1
16.66666667,83.33333333,65,1
69.44444444,100,85,1
76.38888889,91.66666667,80,1
5.555555556,0,80,0
44.44444444,75,0,1
16.66666667,66.66666667,70,0
38.88888889,66.66666667,75,1
19.44444444,100,70,1
22.22222222,75,90,1
38.88888889,75,90,1
68.05555556,66.66666667,65,1
53.33333333,66.66666667,75,1
44.44444444,66.66666667,90,1
22.22222222,58.33333333,80,0
57.38888889,41.66666667,60,1
44.44444444,75,90,1
41.66666667,83.33333333,95,1
50,75,90,1
63.88888889,83.33333333,95,1
69.44444444,83.33333333,65,1
50,100,55,1
61.11111111,100,60,1
94.44444444,91.66666667,85,1
41.66666667,100,0,1
98.61111111,100,75,1
41.66666667,91.66666667,0,1
88.88888889,91.66666667,40,1
77.77777778,83.33333333,65,1
55.55555556,83.33333333,0,1
98.61111111,83.33333333,75,1
66.66666667,91.66666667,85,1
72.22222222,91.66666667,85,1
69.44444444,100,100,1
61.11111111,100,0,1
88.88888889,100,0,1
13.88888889,83.33333333,0,1
97.22222222,83.33333333,80,1
83.33333333,100,0,1
58.33333333,75,85,1
47.22222222,0,55,0
72.22222222,86.66666667,90,1
52.77777778,83.33333333,90,1
38.88888889,66.66666667,90,1
69.44444444,83.33333333,90,1
55.55555556,41.66666667,75,1
8.333333333,58.33333333,90,0
33.33333333,52.75,80,1
30.55555556,100,90,1
47.22222222,66.66666667,65,1
2.777777778,41.66666667,0,0
44.44444444,75,50,1
0,0,90,0
11.11111111,66.66666667,100,0
47.22222222,83.33333333,55,1
77.77777778,100,50,1
0,0,95,0
22.22222222,66.66666667,80,1
77.77777778,91.66666667,85,1
30.55555556,79.16666667,65,1
5.555555556,66.66666667,100,0
50,100,85,1
97.22222222,75,90,1
5.555555556,58.33333333,75,0
25,48.58333333,90,1
69.44444444,83.33333333,65,1
33.33333333,83.33333333,80,1
36.11111111,75,70,1
41.66666667,58.33333333,85,1
69.44444444,58.33333333,80,1
83.33333333,100,60,1
63.88888889,66.66666667,60,1
77.77777778,91.66666667,90,1
20.83333333,100,80,1
75,75,95,1
11.11111111,50,40,0
33.33333333,58.33333333,70,0
83.33333333,75,90,1
16.66666667,0,75,0
68.33333333,58.33333333,90,1
27.77777778,58.33333333,80,1
47.22222222,41.66666667,90,1
5.555555556,75,85,1
63.88888889,58.33333333,80,1
38.88888889,66.66666667,90,1
66.66666667,91.66666667,75,1
19.44444444,50,70,0
0,0,80,NULL
30.55555556,66.66666667,65,1
25,50,90,0
55.55555556,58.33333333,70,1
5.555555556,50,80,0
58.33333333,50,0,1
27.77777778,58.33333333,95,0
44.44444444,58.33333333,80,0
19.44444444,75,80,1
0,0,90,NULL
20.33333333,50,100,0
50,75,0,1
19.44444444,0,90,0
29.61111111,45.83333333,100,0
30.55555556,50,0,0
0,0,65,0
22.22222222,41.66666667,60,0
50,75,75,1
13.88888889,50,55,0
50,66.66666667,75,1
61.11111111,66.66666667,80,1
30.55555556,75,65,1
16.66666667,58.33333333,0,0
11.11111111,50,90,0
47.22222222,58.33333333,80,1
58.33333333,66.66666667,90,1
69.44444444,83.33333333,70,1
16.66666667,50,65,0
25,66.66666667,95,1
61.11111111,75,90,1
27.77777778,50,85,1
22.22222222,50,60,0
52.77777778,66.66666667,0,1
33.33333333,75,80,1
11.11111111,50,0,0
94.44444444,91.66666667,0,1
11.11111111,75,90,1
0,0,90,0
30.55555556,58.33333333,85,0
58.33333333,75,90,1
91.66666667,83.33333333,45,1
52.77777778,75,65,1
63.88888889,66.66666667,65,1
27.77777778,83.33333333,85,1
22.22222222,83.33333333,70,1
44.44444444,83.33333333,65,1
33.33333333,58.33333333,90,1
94.44444444,75,55,1
25,50,70,0
44.44444444,66.66666667,100,1
22.22222222,0,50,0
47.22222222,41.66666667,50,0
27.77777778,58.33333333,85,0
86.11111111,75,80,1
41.66666667,58.33333333,90,1
41.66666667,75,95,1
80.55555556,83.33333333,75,1
13.88888889,83.33333333,50,1
61.11111111,83.33333333,55,1
61.11111111,75,60,1
0,0,55,0
44.44444444,58.33333333,85,1
30.55555556,75,55,1
88.88888889,83.33333333,55,1
83.33333333,75,90,1
22.22222222,50,70,0
19.44444444,75,85,1
61.11111111,75,90,1
50,50,65,1
80.55555556,83.33333333,100,1
5.555555556,41.66666667,85,0
55.55555556,79.16666667,85,1
36.11111111,91.66666667,100,1
22.22222222,66.66666667,90,1
36.11111111,75,50,1
58.33333333,100,0,1
25,50,70,1
33.33333333,41.66666667,90,1
38.88888889,75,85,1
61.11111111,83.33333333,0,1
72.22222222,100,90,1
55.55555556,91.66666667,75,1
88.88888889,83.33333333,75,1
50,75,80,1
44.44444444,66.66666667,85,1
41.66666667,58.33333333,100,1
38.88888889,66.66666667,75,1
27.77777778,83.33333333,75,1
83.33333333,66.66666667,0,1
36.11111111,75,75,1
11.11111111,0,100,0
20.33333333,0,0,0
16.66666667,50,65,0
30.55555556,58.33333333,50,1
22.22222222,58.33333333,95,1
22.22222222,33.33333333,90,0
33.33333333,75,85,1
11.11111111,58.33333333,75,0
80.55555556,83.33333333,90,1
97.22222222,100,65,1
75,100,70,1
47.22222222,58.33333333,95,1
52.77777778,33.33333333,70,1
13.88888889,33.33333333,85,0
50,75,90,1
72.22222222,58.33333333,75,1
25,50,65,1
16.66666667,33.33333333,65,0
22.22222222,41.66666667,65,0
47.22222222,75,60,1
11.11111111,50,75,0
61.11111111,66.66666667,65,1
52.77777778,83.33333333,85,1
30.55555556,75,55,1
77.77777778,91.66666667,75,1
69.44444444,83.33333333,85,1
30.55555556,50,65,1
75,83.33333333,85,1
44.44444444,75,65,1
61.11111111,50,75,1
44.44444444,83.33333333,50,1
66.66666667,75,0,1
19.44444444,75,65,1
38.88888889,58.33333333,95,1
27.77777778,75,85,1
41.66666667,50,70,1
36.11111111,75,50,1
69.44444444,83.33333333,0,1
11.11111111,66.66666667,70,0
0,0,75,NULL
33.33333333,25,70,0
58.33333333,75,55,1
55.55555556,91.66666667,55,1
30.55555556,66.66666667,65,1
11.11111111,91.66666667,60,1
19.44444444,75,0,1
86.11111111,91.66666667,65,1
91.66666667,91.66666667,0,1
8.333333333,75,85,1
52.77777778,75,65,1
19.44444444,58.33333333,80,0
51.83333333,41.66666667,90,1
36.11111111,66.66666667,75,1
47.22222222,75,85,1
63.88888889,66.66666667,85,1
27.77777778,50,65,0
83.33333333,83.33333333,75,1
25,58.33333333,80,0
69.44444444,83.33333333,75,1
16.66666667,91.66666667,90,1
0,0,65,NULL
25,75,100,1
8.333333333,50,85,0
52.77777778,58.33333333,100,1
12.94444444,41.66666667,75,0
25,41.66666667,90,0
27.77777778,66.66666667,90,0
52.77777778,58.33333333,90,1
72.22222222,75,90,1
33.33333333,75,70,1
22.22222222,83.33333333,50,1
25,83.33333333,80,1
44.44444444,75,65,1
25,41.66666667,75,0
59.22222222,0,70,0
50,50,95,1
0,0,50,0
41.66666667,66.66666667,95,1
16.66666667,75,55,1
80.55555556,83.33333333,85,1
27.77777778,58.33333333,0,0
59.22222222,58.33333333,95,1
72.22222222,83.33333333,85,1
88.88888889,91.66666667,0,1
38.88888889,66.66666667,0,1
37,0,80,0
91.66666667,83.33333333,85,1
74.05555556,58.33333333,90,1
40.72222222,66.66666667,90,1
75.88888889,33.33333333,90,1
29.61111111,33.33333333,85,0
25,83.33333333,85,1
92.55555556,91.66666667,90,1
0,0,85,NULL
50,83.33333333,85,1
83.33333333,94.41666667,85,1
96.27777778,91.66666667,90,1
51.83333333,75,85,1
96.27777778,95.83333333,85,1
53.33333333,31.91666667,85,1
53.66666667,75,90,1
53.66666667,75,90,1
66.66666667,75,0,1
0,0,85,NULL
76.66666667,68.75,0,1
33.33333333,83.33333333,90,1
94.44444444,83.33333333,90,1
70.33333333,41.66666667,90,1
33.33333333,66.66666667,85,1
94.44444444,87.5,85,1
36.11111111,61.75,90,1
12.94444444,0,85,0
100,50,90,1
46.27777778,66.66666667,85,1
44.44444444,66.66666667,90,1
46.27777778,75,90,1
75.88888889,83.33333333,90,1
25.88888889,58.33333333,90,1
62.94444444,83.33333333,85,1
37,66.66666667,90,1
72.22222222,87.5,90,1
62.94444444,50,85,1
42.55555556,50,85,1
90.72222222,75,90,1
87,75,90,1
94.44444444,91.66666667,85,1
9.222222222,100,90,1
90.72222222,75,90,1
57.38888889,75,90,1
57.38888889,75,90,1
40.72222222,75,90,1
37,75,90,1
46.27777778,50,85,1
57.38888889,75,85,1
53.66666667,66.66666667,85,1
85.16666667,91.66666667,90,1
62.94444444,75,0,1
75.55555556,70.83333333,75,1
0,0,90,NULL
33.33333333,50,85,0
47.22222222,0,90,0
61.11111111,83.33333333,85,1
40.72222222,58.33333333,85,1
48.11111111,66.66666667,85,1
33.33333333,83.33333333,90,1
61.11111111,41.66666667,85,1
54.61111111,86.66666667,85,1
62.94444444,79.16666667,85,1
27.77777778,61.08333333,90,1
59.22222222,70.83333333,90,1
51.66666667,52.75,0,1
94.44444444,91.66666667,85,1
66.66666667,75,90,1
87,66.66666667,85,1
55.55555556,79.16666667,90,1
40.72222222,50,90,1
61.11111111,66.66666667,85,1
68.5,58.33333333,90,1
53.66666667,79.16666667,85,1
44.44444444,25,90,1
12.94444444,100,85,1
63.88888889,75,90,1
94.44444444,91.66666667,90,1
0,0,90,NULL
44.44444444,66.66666667,90,1
46.27777778,75,90,1
50,95.83333333,85,1
55.55555556,62.5,50,1
66.66666667,75,80,1
57.38888889,75,75,1
59.22222222,75,65,1
51.83333333,41.66666667,75,1
0,0,85,NULL
27.77777778,66.66666667,70,1
38.88888889,62.5,85,1
53.66666667,83.33333333,95,1
35.16666667,58.33333333,70,1
77.77777778,66.66666667,70,1
68.5,83.33333333,65,1
94.44444444,83.33333333,90,1
27.77777778,0,0,0
33.33333333,83.33333333,60,1
77.77777778,41.66666667,75,1
75.88888889,83.33333333,60,1
51.83333333,70.83333333,90,1
50,79.16666667,0,1
0,0,45,0
72.22222222,75,0,1
88.88888889,83.33333333,75,1
42.55555556,58.33333333,70,1
57.38888889,83.33333333,90,1
0,0,85,NULL
79.61111111,83.33333333,70,1
82.22222222,94.41666667,50,1
48.11111111,50,85,1
42.55555556,58.33333333,90,1
85.16666667,95.83333333,70,1
64.77777778,75,80,1
61.11111111,66.66666667,70,1
79.61111111,83.33333333,75,1
74.05555556,66.66666667,75,1
70.33333333,75,85,1
35.16666667,66.66666667,60,1
0,0,10,NULL
70.33333333,87.5,75,1
25,54.83333333,75,1
100,95.83333333,90,1
72.22222222,83.33333333,80,1
74.05555556,91.66666667,80,1
74.05555556,50,85,1
0,0,65,NULL
0,0,85,NULL
83.33333333,83.33333333,70,1
66.66666667,83.33333333,75,1
0,0,70,NULL
92.55555556,83.33333333,0,1
33.33333333,70.83333333,75,1
77.77777778,83.33333333,65,1
37,66.66666667,65,1
62.94444444,66.66666667,70,1
40.72222222,75,65,1
55.55555556,91.66666667,75,1
42.55555556,58.33333333,70,1
68.5,83.33333333,45,1
64.77777778,75,75,1
14.77777778,8.333333333,80,0
38.88888889,83.33333333,75,1
100,91.66666667,0,1
59.22222222,75,90,1
42.55555556,66.66666667,90,1
72.22222222,91.66666667,85,1
87,83.33333333,70,1
33.33333333,50,55,1
38.88888889,66.66666667,85,1
40,59.66666667,75,1
35.16666667,0,75,0
42.55555556,66.66666667,75,1
57.22222222,78.08333333,60,1
25.88888889,75,75,1
55.55555556,62.5,75,1
92.55555556,95.83333333,50,1
61.11111111,75,70,1
96.27777778,100,85,1
57.38888889,66.66666667,70,1
59.22222222,58.33333333,85,1
53.33333333,42.66666667,80,1
31.44444444,66.66666667,75,1
66.66666667,75,95,1
42.55555556,50,85,1
64.77777778,70.83333333,85,1
55.55555556,70.83333333,75,1
75.88888889,58.33333333,70,1
35.16666667,58.33333333,80,0
66.66666667,83.33333333,75,1
